country,iso3,year,ndgain_index,ndgain_vulnerability,ndgain_readiness,events,affected,deaths,damage_usd_nominal,damage_usd_2024
Vietnam,VNM,2003,41.7928693082128,0.50243238268826,0.338289768852517,4,421841,128,105000000.0,179047815
Vietnam,VNM,2004,41.8822770771939,0.500367330511279,0.338012872055158,6,535923,189,38000000.0,63108688
Vietnam,VNM,2005,43.0738304199291,0.494486885523639,0.355963493922221,10,870053,308,346370000.0,556359767
Vietnam,VNM,2006,43.5633548775038,0.490828864077873,0.362095961627949,11,3349410,579,1099000000.0,1710111054
Vietnam,VNM,2007,43.9275588997588,0.489419404359684,0.36797058235486,6,1647602,326,981000000.0,1484157571
Vietnam,VNM,2008,44.0229830332887,0.485549685589866,0.36600934625564,10,789153,411,673500000.0,981268162
Vietnam,VNM,2009,44.2191818860601,0.482091092099732,0.366474729820935,6,3717461,356,1065200000.0,1557500242
Vietnam,VNM,2010,43.5387203067989,0.476370641029745,0.347145047165724,7,1524433,221,704700000.0,1013762932
Vietnam,VNM,2011,43.9924702870647,0.474494977228409,0.354344382969704,5,1361647,138,219002000.0,305409221
Vietnam,VNM,2012,44.132905231687,0.472100077820776,0.354758182454516,4,356512,72,372800000.0,509348126
Vietnam,VNM,2013,44.759254507901,0.4687621662145,0.36394725637252,10,4124445,215,1552730000.0,2090832254
Vietnam,VNM,2014,45.4290729940276,0.464313975972798,0.37289543585335,3,48075,38,10700000.0,14178109
Vietnam,VNM,2015,45.5176089197602,0.467266633111145,0.377618811506349,5,1765215,52,6954218000.0,9203817118
Vietnam,VNM,2016,46.3869930337888,0.47030878230909,0.398048642984866,8,2423925,162,846437000.0,1106291394
Vietnam,VNM,2017,46.4641591675579,0.470672387799729,0.399955571150886,9,5133216,284,3162655000.0,4047369408
Vietnam,VNM,2018,46.8881243825898,0.466931755500082,0.404694243151879,7,283756,134,287200000.0,358777575
Vietnam,VNM,2019,47.1114981678751,0.470492856158352,0.412722819515853,8,833732,51,62000000.0,76073331
Vietnam,VNM,2020,47.3015535414943,0.476911223787016,0.422942294616903,11,2198070,310,1451992000.0,1759869057
Vietnam,VNM,2021,47.8672172910458,0.46763469632405,0.424979042144967,8,398343,35,26500000.0,30677809
Vietnam,VNM,2022,48.0819742680024,0.467699325212405,0.429338810572454,8,515165,60,66500000.0,71279575
Vietnam,VNM,2023,48.0753386042774,0.467810375980305,0.429317148065854,6,305153,30,0.0,0
Vietnam,VNM,2024,,,,10,4033968,379,2040600000.0,2040600000
Vietnam,VNM,2025,,,,14,3505378,258,1724251000.0,0
Vietnam,VNM,2026,,,,1,26300,4,0.0,0
